source_file,area_city,area_subdistrict,available_room,booking_type_bulanan,building_year,dist_to_nearest_clinic_km,dist_to_nearest_hospital_km,dist_to_nearest_mall_km,dist_to_nearest_supermarket_km,dist_to_nearest_terminal_km,dist_to_nearest_university_km,dp_percentage,fac_bath_0,fac_bath_1,fac_bath_2,fac_bath_6,fac_bath_7,fac_bath_Air panas,fac_bath_Bak mandi,fac_bath_Bathtub,fac_bath_Ember mandi,fac_bath_K. Mandi Dalam,fac_bath_K. Mandi Luar,fac_bath_Kloset Duduk,fac_bath_Kloset Jongkok,fac_bath_Shower,fac_bath_Wastafel,fac_room_AC,fac_room_Bantal,fac_room_Cermin,fac_room_Cleaning service,fac_room_Dapur Pribadi,fac_room_Dispenser,fac_room_Guling,fac_room_Jendela,fac_room_Kamar kosongan,fac_room_Kasur,fac_room_Keset Toilet (untuk sewa harian),fac_room_Kipas Angin,fac_room_Kos Higienis Mingguan,fac_room_Kulkas,fac_room_Kursi,fac_room_Lemari / Storage,fac_room_Lemari Pakaian,fac_room_Meja,fac_room_Meja Rias,fac_room_Meja makan,fac_room_Sofa,fac_room_TV,fac_room_TV Kabel,fac_room_Tidak ada Kasur,fac_room_Ventilasi,fac_room_Wastafel,fac_room_Water Heater,fac_room_microwave,fac_share_0,fac_share_1,fac_share_10,fac_share_11,fac_share_12,fac_share_13,fac_share_14,fac_share_15,fac_share_2,fac_share_20,fac_share_3,fac_share_4,fac_share_5,fac_share_6,fac_share_7,fac_share_8,fac_share_9,fac_share_Air Jernih,fac_share_Balcon,fac_share_Bebas Banjir,fac_share_CCTV,fac_share_Dapur,fac_share_Dapur Bersama,fac_share_Dispenser,fac_share_Dispenser Bersama,fac_share_Duplikat Gerbang Kos,fac_share_Gazebo,fac_share_Jemuran,fac_share_Joglo,fac_share_Jual Makanan,fac_share_K. Mandi Luar,fac_share_Kamar Mandi Luar - WC Duduk,fac_share_Kamar Mandi Luar - WC Jongkok,fac_share_Kartu Akses Masuk,fac_share_Kompor,fac_share_Kulkas,fac_share_Kulkas Bersama,fac_share_Kunci Gerbang,fac_share_Laundry,fac_share_Locker,fac_share_Meja Umum,fac_share_Mesin Cuci,fac_share_Mushola,fac_share_Pengurus Kos,fac_share_Penjaga Kos,fac_share_R. Cuci,fac_share_R. Jemur,fac_share_R. Keluarga,fac_share_R. Makan,fac_share_R. Santai,fac_share_R. Tamu,fac_share_R.Cuci,fac_share_R.Jemur,fac_share_R.Keluarga,fac_share_R.Santai,fac_share_R.Tamu,fac_share_Rice Cooker,fac_share_Rooftop,fac_share_TV,fac_share_TV Bersama,fac_share_Taman,fac_share_WiFi,fac_share_air jernih,gender,harga_card,harga_real_detail,jarak_bandara_ngurah_rai_km,jarak_unud_jimbaran_km,jarak_unud_sudirman_km,latitude,longitude,love_count,nama_kost,nearest_clinic_name,nearest_hospital_name,nearest_mall_name,nearest_supermarket_name,nearest_terminal_name,nearest_university_name,price_daily,price_monthly,price_tag,price_weekly,price_yearly,rating,review_count,size,top_facilities_AC,top_facilities_K. Mandi Dalam,top_facilities_K. Mandi Luar,top_facilities_Kasur,top_facilities_Kloset Duduk,top_facilities_Kloset Jongkok,top_facilities_WiFi,url_detail,view_count,price,sw,sl,size_area,pps,sub,gen,fb,fr,fs,ft,first_month,tier,zone
jimbaran,Badung,Kuta Selatan,3,1,2024.0,2.276,3.73,1.889,1.898,4.23,2.804,50.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Campur,Rp2.400.000/bulan,5.48,3.67,12.27,-8.782065,115.201599,390,Kost W Guesthouse Bulakan Sari Tipe Deluxe,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,4.9,3,3.5x4.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-w-guesthouse-bulakan-sari-tipe-deluxe-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,10701,2400000.0,3.5,4.5,15.75,152380.95238095237,Kuta Selatan,Campur,4,10,10,24,3600000.0,"Rp2,0jt-2,4jt",3-5km
jimbaran,Badung,Kuta Selatan,1,1,2017.0,1.7,5.726,3.086,3.075,4.803,2.216,10.0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Campur,Rp2.000.000/bulan,7.53,2.45,15.43,-8.80923,115.191831,139,Kost Pondok Deli 1 Tipe A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF ENGINEERING,0.0,,eksklusif,0.0,,5.0,2,3.5x5,1,1,0,1,0,1,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-pondok-deli-1-tipe-a-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,7284,2000000.0,3.5,5.0,17.5,114285.71428571429,Kuta Selatan,Campur,6,13,12,31,2200000.0,"<Rp2,0jt",2-3km
jimbaran,Badung,Kuta Selatan,2,1,2022.0,4.541,5.28,2.164,2.18,3.283,5.134,50.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Campur,Rp2.000.000/bulan,6.73,5.99,11.32,-8.7748527,115.2215445,242,Kost Vico A Standar,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF AGRICULTURE,250.0,,eksklusif,,,4.5,2,3x3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-vico-a-standar-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,13511,2000000.0,3.0,3.0,9.0,222222.22222222222,Kuta Selatan,Campur,4,9,16,29,3000000.0,"<Rp2,0jt",>5km
jimbaran,Badung,Kuta Selatan,1,1,2021.0,1.917,2.197,1.954,3.714,5.25,1.749,,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,Campur,Rp2.500.000/bulan,4.03,2.62,12.27,-8.77799,115.184585,89,Kost Mamik,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Benoa Square,Hardy's Nusa Dua,bus_station,FACULTY OF AGRICULTURE,150.0,,eksklusif,850.0,,0.0,0,5x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-mamik-kuta-selatan-badung-1?redirection_source=list%20kos%20result%20autofill,5605,2500000.0,5.0,5.0,25.0,100000.0,Kuta Selatan,Campur,5,20,11,36,2500000.0,"Rp2,4jt-2,8jt",2-3km
jimbaran,Badung,Kuta Selatan,1,1,,2.155,5.837,1.981,1.968,3.629,2.984,,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Campur,Rp1.800.000/bulan,7.67,3.36,14.88,-8.8058486435193,115.20209290087,258,Kost Sari Sedana Amertha,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF ENGINEERING,150.0,,eksklusif,0.0,0.0,5.0,1,3x4,1,1,0,1,1,0,0,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-sari-sedana-amertha-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,8969,1800000.0,3.0,4.0,12.0,150000.0,Kuta Selatan,Campur,5,8,2,15,1800000.0,"<Rp2,0jt",3-5km
jimbaran,Badung,Kuta Selatan,1,1,2026.0,2.434,4.051,4.908,4.941,7.184,3.079,,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp3.500.000/bulan,9.04,3.18,17.77,-8.8267476853084,115.17470522773,1,Kost Avilita House Tipe Vip,BSI International Ungasan,Rumah Sakit Universitas Udayana,Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,250.0,,eksklusif,0.0,0.0,0.0,0,5x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-avilita-house-tipe-vip-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,179,3500000.0,5.0,4.0,20.0,175000.0,Kuta Selatan,Campur,5,14,11,30,3500000.0,"Rp2,8jt-3,5jt",3-5km
jimbaran,Badung,Kuta,1,1,2020.0,2.495,0.306,2.807,1.661,2.472,4.502,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Campur,Rp1.985.000/bulan,1.37,5.19,9.84,-8.7519740724338,115.17855450511,22,Kost Arisma 2,Klinik Manuaba,Puskesmas Kelan,GM Discovery Shopping Mall Room,Pepito Supermarket,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0.0,0,3x9,1,1,0,1,0,0,0,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-arisma-2-kuta-badung?redirection_source=list%20kos%20result%20autofill,7195,1985000.0,3.0,9.0,27.0,73518.51851851853,Kuta,Campur,1,2,1,4,1985000.0,"<Rp2,0jt",>5km
jimbaran,Badung,Kuta Selatan,2,1,2018.0,2.291,3.717,1.903,1.912,4.241,2.813,20.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp2.200.000/bulan,5.47,3.68,12.25,-8.781868,115.201606,263,Kost Anita Natalia Tipe A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF AGRICULTURE,0.0,,eksklusif,,,0.0,0,4x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-anita-natalia-tipe-a-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,10828,2200000.0,4.0,5.0,20.0,110000.0,Kuta Selatan,Campur,5,6,8,19,2640000.0,"Rp2,0jt-2,4jt",3-5km
jimbaran,Badung,Kuta Selatan,2,1,2025.0,2.078,2.086,1.196,0.487,5.014,1.517,10.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Campur,Rp3.100.000/bulan,3.81,2.18,12.68,-8.77897536564268,115.17631351947786,5,Kost Checked Inn Tipe Deluxe Room,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,299.0,,eksklusif,,0.0,0.0,0,3.2x3.3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-badung-kost-campur-eksklusif-kost-checked-inn-tipe-deluxe-room-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,181,3100000.0,3.2,3.3,10.56,293560.606060606,Kuta Selatan,Campur,5,15,11,31,3410000.0000000005,"Rp2,8jt-3,5jt",2-3km
jimbaran,Badung,Kuta Selatan,1,1,2026.0,2.438,4.053,4.911,4.942,7.18,3.081,,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp4.500.000/bulan,9.04,3.18,17.77,-8.82676358780561,115.17475307085309,1,Kost Avilita House Tipe Executive,BSI International Ungasan,Rumah Sakit Universitas Udayana,Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,250.0,,eksklusif,0.0,0.0,0.0,0,4x5.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-avilita-house-tipe-executive-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,234,4500000.0,4.0,5.5,22.0,204545.45454545456,Kuta Selatan,Campur,5,10,10,25,4500000.0,">Rp3,5jt",3-5km
jimbaran,Badung,Kuta Selatan,5,1,2026.0,2.572,3.883,2.416,2.401,3.709,3.301,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.000.000/bulan,8.22,3.61,15.47,-8.8112346096225,115.20257771015,18,Kost Pondok Cinta Executive,Udayana Veterinary Clinic,Rumah Sakit Universitas Udayana,Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF ENGINEERING,0.0,,eksklusif,0.0,0.0,0.0,0,4.5x3.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-pondok-cinta-executive-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,888,2000000.0,4.5,3.5,15.75,126984.12698412698,Kuta Selatan,Campur,4,6,2,12,2000000.0,"<Rp2,0jt",3-5km
jimbaran,Badung,Kuta Selatan,4,1,2017.0,1.205,3.702,2.327,1.782,4.706,1.793,,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.300.000/bulan,5.53,2.62,13.09,-8.788199,115.194089,558,Kost Exclusive Giri Puspa Lestari Jimbaran,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,150.0,,eksklusif,,,0.0,0,4x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-badung-kost-campur-eksklusif-kost-exclusive-giri-puspa-lestari-jimbaran-kuta-selatan-badung-1?redirection_source=list%20kos%20result%20autofill,24783,2300000.0,4.0,5.0,20.0,115000.0,Kuta Selatan,Campur,5,12,3,20,2300000.0,"Rp2,0jt-2,4jt",2-3km
jimbaran,Badung,Kuta,1,1,2026.0,2.55,0.546,2.969,1.842,2.733,4.511,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Campur,Rp2.495.000/bulan,1.68,5.24,9.69,-8.752037695902581,115.18178881807118,27,Kost Senja,Klinik Manuaba,Puskesmas Kelan,GM Discovery Shopping Mall Room,Pepito Supermarket,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0.0,0,3.3x3.3,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-senja-kuta-badung?redirection_source=list%20kos%20result%20autofill,1358,2495000.0,3.3,3.3,10.889999999999999,229109.27456382004,Kuta,Campur,3,10,8,21,2495000.0,"Rp2,4jt-2,8jt",>5km
jimbaran,Badung,Kuta Selatan,1,1,2026.0,2.436,4.052,4.909,4.942,7.181,3.08,,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp4.000.000/bulan,9.04,3.18,17.77,-8.826757108989568,115.1747310245488,1,Kost Avilita House Tipe Vvip,BSI International Ungasan,Rumah Sakit Universitas Udayana,Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,250.0,,eksklusif,0.0,0.0,0.0,0,4.5x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-avilita-house-tipe-vvip-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,163,4000000.0,4.5,4.0,18.0,222222.22222222222,Kuta Selatan,Campur,5,10,10,25,4000000.0,">Rp3,5jt",3-5km
jimbaran,Badung,Kuta Selatan,1,1,2024.0,2.276,3.73,1.889,1.898,4.23,2.804,50.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Campur,Rp2.750.000/bulan,5.48,3.67,12.27,-8.782065,115.201599,95,Kost W Guesthouse Bulakan Sari VIP,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0.0,0,4.5x5.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-w-guesthouse-bulakan-sari-vip-kuta-selatan-badung-2?redirection_source=list%20kos%20result%20autofill,2764,2750000.0,4.5,5.5,24.75,111111.11111111111,Kuta Selatan,Campur,4,10,10,24,4125000.0,"Rp2,4jt-2,8jt",3-5km
jimbaran,Badung,Kuta Selatan,0,1,2019.0,1.739,3.359,4.189,4.276,7.128,2.371,50.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Campur,Rp1.900.000/bulan,8.33,2.47,17.16,-8.820497187762792,115.1729104667902,464,Kost A8 Jl Goa Gong Ungasan,BSI International Ungasan,Rumah Sakit Universitas Udayana,Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,0.0,,eksklusif,750.0,0.0,5.0,5,3x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-a8-jl-goa-gong-ungasan-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,15311,1900000.0,3.0,4.0,12.0,158333.33333333334,Kuta Selatan,Campur,5,14,16,35,2850000.0,"<Rp2,0jt",2-3km
jimbaran,Badung,Kuta Selatan,1,1,2026.0,1.972,2.093,1.874,3.886,5.141,1.723,40.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Campur,Rp2.490.000/bulan,3.92,2.56,12.29,-8.7776641449482,115.18299993128,20,Kost Jimbaran Unud,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Benoa Square,Hardy's Nusa Dua,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,,0.0,0,3.5x4.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jimbaran-unud-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,1578,2490000.0,3.5,4.5,15.75,158095.2380952381,Kuta Selatan,Campur,5,13,8,26,3486000.0,"Rp2,4jt-2,8jt",2-3km
jimbaran,Badung,Kuta Selatan,0,1,2020.0,1.27,4.24,1.961,1.959,4.291,2.033,,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Campur,Rp6.750.000/bulan,6.07,2.76,13.47,-8.7921961802187,115.19685924053,78,Kost B2fj Residence Tipe Executive Plus,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF AGRICULTURE,350.0,,eksklusif,,0.0,0.0,0,4.5x10,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-b2fj-residence-tipe-executive-plus-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,4110,6750000.0,4.5,10.0,45.0,150000.0,Kuta Selatan,Campur,6,20,7,33,6750000.0,">Rp3,5jt",2-3km
jimbaran,Badung,Kuta Selatan,3,1,2023.0,3.453,6.085,0.483,0.47,2.012,4.283,50.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Campur,Rp3.000.000/bulan,7.84,4.9,13.75,-8.796716574692,115.217095837,99,Kost Elite Nusa Dua Betari,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Hardy's Nusa Dua,Lobby C,FACULTY OF AGRICULTURE,250.0,,eksklusif,0.0,0.0,0.0,0,3x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-badung-kost-campur-eksklusif-kost-elite-nusa-dua-betari-kuta-selatan-badung?redirection_source=list%20kos%20result%20autofill,6672,3000000.0,3.0,5.0,15.0,200000.0,Kuta Selatan,Campur,4,10,6,20,4500000.0,"Rp2,8jt-3,5jt",3-5km
jimbaran,Badung,Kuta,0,1,2024.0,3.567,0.47,2.847,2.708,3.405,3.442,20.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.190.000/bulan,2.2,4.16,10.74,-8.761543391157065,115.17990231513978,609,Kost Green Karang Sari,Klinik Manuaba,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Supermarket,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,850.0,0.0,3.0,7,3x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-karang-sari-kuta-badung?redirection_source=list%20kos%20result%20autofill,33486,2190000.0,3.0,4.0,12.0,182500.0,Kuta,Campur,3,8,6,17,2628000.0,"Rp2,0jt-2,4jt",3-5km
